CO_EXPEDIENTE,NU_PROCESSO,NU_ACAO,NU_GRUPO_ASSUNTO,NU_ASSUNTO
21.000.00239/2018,10016151520175020492,54,51,"[63, 340, 436, 507, 531, 621, 706]"
21.000.00243/2018,10020859120175020089,54,51,"[63, 340, 436, 508, 531, 705]"
21.000.00245/2018,10017330220175020262,54,75,"[63, 340, 508, 531]"
21.000.00246/2018,10016281420175020492,54,51,"[63, 340, 436, 506, 508, 531, 705, 706, 929]"
21.000.00247/2018,10022703320175020606,54,46,"[63, 436, 506, 507, 508, 705, 706, 709, 929]"
21.000.00248/2018,10022886820175020472,54,47,"[138, 176, 531]"
21.000.00249/2018,10019612920175020083,54,46,"[50, 57, 414, 436, 506, 508, 706, 929]"
21.000.00250/2018,10023472420175020612,54,46,"[63, 340, 436, 507, 508, 531, 705, 706, 709, 929]"
21.000.00251/2018,10020005620175020073,54,46,"[20, 436, 531, 928, 929]"
21.000.00252/2018,10014936920175020502,54,75,"[63, 65, 340, 508, 531]"
21.000.00253/2018,10023403220175020612,54,51,"[63, 340, 436, 507, 531, 621, 705, 706, 709]"
21.000.00254/2018,10023204120175020612,54,46,"[63, 340, 436, 507, 508, 531, 621, 709, 929]"
21.000.00255/2018,10019832920175020070,54,51,"[63, 340, 436, 508, 531, 621, 709]"
21.000.00256/2018,10019467120175020047,54,75,"[63, 65, 340, 508, 531]"
21.000.00257/2018,10019440620175020014,54,75,"[63, 340, 508, 531]"
21.000.00258/2018,10020055620175020048,54,51,"[57, 63, 340, 436, 508, 705, 709]"
21.000.00273/2017,10017843620165020492,54,48,"[50, 176, 531, 540]"
21.000.00320/2018,10016829120175020067,54,46,"[63, 340, 409, 531, 928, 929]"
21.000.00321/2018,10019042120175020015,54,46,"[63, 436, 498, 507, 508, 621, 705, 929]"
21.000.00322/2018,10019151220175020060,54,51,"[20, 86, 340, 417, 436, 531, 705, 706]"
21.000.00323/2018,10019541820175020057,54,62,"[20, 24, 340, 507, 531, 716]"
21.000.00324/2018,10018625020175020086,54,75,"[63, 340, 508, 531]"
21.000.00325/2018,10019053620175020005,54,46,"[63, 340, 436, 506, 507, 508, 531, 621, 705, 706, 929]"
21.000.00333/2018,10019889820175020701,54,51,"[63, 340, 436, 531, 705]"
21.000.00334/2018,10019490420175020701,54,51,"[63, 436, 531, 705, 706, 929]"
21.000.00335/2018,10015677920175020064,54,60,"[50, 57, 63, 340, 531, 727]"
21.000.00360/2018,10019802520175020054,54,46,"[63, 506, 531, 929]"
21.000.00361/2018,10022431120175020037,54,58,"[63, 340, 506, 531]"
21.000.00362/2018,10019378620175020087,54,998,"[8, 63, 531]"
21.000.00363/2018,10020523020175020048,54,46,"[63, 436, 506, 508, 705, 706, 929]"
21.000.00364/2018,10017727020175020012,54,51,"[60, 63, 340, 531, 705, 706]"
21.000.00365/2018,10005745420175020058,54,47,"[50, 176, 531, 572]"
21.000.00366/2018,10019942820175020080,54,75,"[63, 508, 531]"
21.000.00367/2018,10021395320175020058,54,47,"[50, 138, 176, 531]"
21.000.00368/2018,10018064520175020012,54,47,"[50, 138, 176, 531]"
21.000.00369/2018,10017895520175020708,54,75,"[63, 65, 340, 508, 531]"
21.000.00370/2018,10020552420175020714,54,79,"[50, 340, 531, 617, 716]"
21.000.00371/2018,10019349320175020714,54,75,"[63, 340, 508, 531]"
21.000.00372/2018,10025908620175020605,54,51,"[63, 340, 498, 508, 531, 709]"
21.000.00373/2018,10025621220175020608,54,47,"[138, 176, 531]"
21.000.00374/2018,10025179320175020612,54,47,"[138, 176, 531]"
21.000.00375/2018,10013805320175020264,54,51,"[20, 340, 436, 531, 621]"
21.000.00376/2018,10014588320175020446,54,75,"[63, 508, 531]"
21.000.00377/2018,10010174920175020302,54,47,"[138, 176, 531]"
21.000.00378/2018,10005285420175020482,54,47,"[50, 138, 176, 531]"
21.000.00379/2018,10020216920175020384,54,46,"[63, 506, 531, 929]"
21.000.00380/2018,10021888620175020384,54,75,"[63, 65, 340, 508, 531]"
21.000.00381/2018,10027254020175020204,54,47,"[65, 138, 176, 531]"
21.000.00382/2018,10018395820175020263,54,47,"[50, 138, 176, 531]"
21.000.00383/2018,10016226320175020441,54,75,"[63, 340, 508, 531]"
21.000.00384/2018,10024367620175020473,54,47,"[138, 176, 531]"
21.000.00444/2018,10017927520175020072,54,75,"[63, 340, 508, 531]"
21.000.00446/2018,10019416820175020073,54,46,"[63, 340, 436, 506, 507, 531, 621, 705, 706, 929]"
21.000.00568/2018,10017712820175020710,54,51,"[50, 57, 340, 414, 436, 527, 531, 621, 705, 706]"
21.000.00570/2018,10018015220175020067,54,47,"[50, 138, 176]"
21.000.00571/2018,10019683120175020015,54,47,"[50, 138, 176]"
21.000.00572/2018,10018036720175020052,54,47,"[138, 176, 531]"
21.000.00573/2018,10020095320175020029,54,47,"[138, 176, 531]"
21.000.00574/2018,10019540520175020029,54,47,"[65, 138, 176, 531]"
21.000.00575/2018,10019020920175020029,54,47,"[50, 138, 176, 531]"
21.000.00576/2018,10019717920175020081,54,47,"[138, 176, 531]"
21.000.00577/2018,10020367020175020050,54,47,"[50, 138, 176, 531]"
21.000.00578/2018,10019830620175020013,54,47,"[138, 176, 531]"
21.000.00579/2018,10020620820175020070,54,47,"[50, 138, 176, 531]"
21.000.00580/2018,10020043520175020060,54,47,"[50, 138, 176, 531]"
21.000.00581/2018,10021462320175020033,54,47,"[50, 138, 176, 531]"
21.000.00582/2018,10018891620175020027,54,47,"[138, 176, 531]"
21.000.00583/2018,10018277320175020027,54,998,"[8, 20, 340, 531]"
21.000.00584/2018,10020205920175020069,54,75,"[63, 508]"
21.000.00585/2018,10019864220175020083,54,47,"[138, 176, 531]"
21.000.00586/2018,10020698820175020073,54,51,"[50, 96, 340, 414, 436, 527, 531, 706]"
21.000.00587/2018,10019775120175020028,54,62,"[20, 507, 531]"
21.000.00588/2018,10020585920175020073,54,75,"[63, 508, 531]"
21.000.00589/2018,10018552020175020034,54,51,"[20, 340, 436, 531]"
21.000.00590/2018,10019282020175020057,54,51,"[63, 340, 436, 508, 531, 705]"
21.000.00591/2018,10020854220175020073,54,49,"[20, 417, 436, 585, 705, 706, 727]"
21.000.00592/2018,10020572820175020056,54,61,"[20, 24, 340, 507, 531]"
21.000.00593/2018,10018315820175020012,54,75,"[63, 65, 340, 508, 531]"
21.000.00604/2018,10021876120175020074,54,62,"[20, 340, 507, 531]"
21.000.00617/2018,10019257820175020085,54,998,"[20, 83, 409]"
21.000.00618/2018,10015079620175020035,54,78,"[20, 121, 531]"
21.000.00619/2018,10019214120175020085,54,46,"[63, 409, 502, 928, 929]"
21.000.00620/2018,10020523320175020047,54,46,"[63, 436, 506, 508, 621, 706, 709, 929]"
21.000.00621/2018,10018198220175020064,54,61,"[20, 340, 507, 531, 716]"
21.000.00622/2018,10020673020175020070,54,47,"[50, 138, 176, 531]"
21.000.00623/2018,10018634320175020051,54,998,"[8, 63]"
21.000.00624/2018,10019970920175020039,54,47,"[138, 176, 531]"
21.000.00625/2018,10018843020175020015,54,47,"[50, 138, 176, 531]"
21.000.00626/2018,10019025120175020015,54,51,"[20, 340, 436, 705, 706]"
21.000.00627/2018,10019759120175020057,54,75,"[63, 508]"
21.000.00628/2018,10019591620175020065,54,48,"[176, 531, 540]"
21.000.00629/2018,10019603520175020086,54,75,"[63, 508, 531]"
21.000.00630/2018,10017694620175020035,54,61,"[20, 24, 340, 531]"
21.000.00631/2018,10017695820175020031,54,61,"[20, 24, 340, 417, 507, 531, 716]"
21.000.00632/2018,10014805920175020053,54,61,"[24, 126, 340, 507, 531]"
21.000.00633/2018,10020357020175020055,54,58,"[63, 506, 508, 527, 706, 929]"
21.000.00634/2018,10019109420175020090,54,58,"[63, 506, 507, 508, 527, 706]"
21.000.00635/2018,10020507220175020044,54,46,"[63, 929]"
21.000.00636/2018,10019054620175020034,54,47,"[50, 138, 176, 531]"
21.000.00637/2018,10020050520175020065,54,47,"[138, 176, 531]"
21.000.00638/2018,10018085320175020064,54,75,"[63, 65, 340, 508, 531]"
21.000.00639/2018,10020498720175020044,54,75,"[63, 340, 508, 709]"
21.000.00640/2018,10017875520175020039,54,46,"[20, 96, 417, 436, 531, 705, 706, 929]"
21.000.00642/2017,10023270220165020084,54,47,"[50, 138, 176, 531]"
21.000.00642/2018,10020643720175020018,54,61,"[20, 24, 340, 531]"
21.000.00643/2018,10023846920175020606,54,75,"[20, 340, 417, 507, 508, 531, 705, 706, 716]"
21.000.00644/2018,10021422220175020603,54,75,"[20, 409, 508, 531, 706]"
21.000.00645/2018,10023021420175020614,54,46,"[57, 63, 436, 506, 507, 508, 621, 705, 706, 929]"
21.000.00646/2018,10018884920175020603,54,47,"[138, 176, 531]"
21.000.00647/2017,10021858120165020024,54,47,"[50, 138, 176, 531]"
21.000.00647/2018,10024580820175020612,54,75,"[63, 340, 508, 531]"
21.000.00648/2018,10023861520175020614,54,51,"[63, 340, 436, 508, 531, 621, 705, 706]"
21.000.00649/2018,10022418920175020603,54,75,"[20, 340, 417, 508, 531, 716]"
21.000.00650/2017,10012968420165020491,54,47,"[138, 176, 531]"
21.000.00650/2018,10016588820175020382,54,75,"[63, 65, 340, 508, 531]"
21.000.00651/2018,10012356620175020435,54,46,"[20, 96, 340, 436, 507, 531, 621, 705, 706, 929]"
21.000.00652/2018,10021823020175020271,54,75,"[63, 65, 340, 508, 531, 716]"
21.000.00653/2018,10022800920175020467,54,78,"[50, 52, 86, 153, 340, 352, 414, 436, 705, 706, 929]"
21.000.00654/2018,10017072920175020383,54,58,"[63, 506, 507, 527, 705, 706]"
21.000.00655/2018,10017029320175020322,54,75,"[63, 508]"
21.000.00656/2018,10009234320175020386,54,79,"[50, 340, 531, 617, 716]"
21.000.00657/2018,10020879720175020271,54,75,"[63, 508]"
21.000.00658/2018,10015222220175020502,54,75,"[63, 508, 531]"
21.000.00659/2018,10019445520175020321,54,75,"[63, 340, 508, 531]"
21.000.00660/2018,10020264220175020271,54,75,"[63, 65, 340, 508, 531]"
21.000.00661/2018,10023641920175020464,54,47,"[50, 138, 176, 531]"
21.000.00662/2018,10015592620175020445,54,79,"[50, 531, 617, 716]"
21.000.00663/2018,10021997520175020462,54,46,"[57, 63, 340, 436, 506, 507, 508, 531, 621, 705, 706, 929]"
21.000.00664/2018,10024982220175020472,54,47,"[50, 138, 176, 531]"
21.000.00665/2017,10021647520165020034,54,47,"[50, 65, 138, 176, 531]"
21.000.00665/2018,10016767020175020492,54,75,"[63, 508]"
21.000.00666/2018,10014978920175020443,54,51,"[20, 436, 705]"
21.000.00667/2018,10019791820175020320,54,75,"[63, 508]"
21.000.00668/2018,10024931820175020466,54,58,"[63, 506]"
21.000.00669/2018,10018458520175020321,54,47,"[50, 138, 176, 531]"
21.000.00670/2018,10015515620175020281,54,61,"[20, 24]"
21.000.00671/2018,10015827420175020411,54,998,"[63, 123, 490]"
21.000.00672/2018,10025407120175020472,54,47,"[138, 176, 531]"
21.000.00673/2018,10015098620175020481,54,47,"[50, 138, 176, 531]"
21.000.00674/2018,10018687920175020402,54,47,"[50, 65, 138, 176, 531]"
21.000.00675/2018,10011309020175020467,54,47,"[50, 138, 176, 531]"
21.000.00735/2017,10020312020165020006,54,47,"[50, 138, 176, 531]"
21.000.00754/2018,10014219720175020303,54,47,"[138, 176, 531]"
21.000.00758/2018,10019593920175020704,54,75,"[63, 340, 508, 531]"
21.000.00759/2018,10017763520175020715,54,46,"[63, 340, 436, 506, 507, 508, 531, 621, 706, 709, 929]"
21.000.00760/2018,10019289220175020712,54,75,"[63, 508, 531]"
21.000.00761/2018,10019550220175020704,54,75,"[63, 340, 508, 531]"
21.000.00762/2018,10019167820175020712,54,61,"[20, 24, 340, 507, 531]"
21.000.00763/2018,10018632420175020704,54,46,"[63, 142, 340, 409, 436, 506, 507, 508, 531, 621, 706, 709, 929]"
21.000.00764/2018,10018724120175020718,54,75,"[63, 340, 508, 531]"
21.000.00766/2018,10018129020175020064,54,75,"[63, 340, 508, 531]"
21.000.00767/2018,10018979020175020027,54,75,"[63, 508, 531]"
21.000.00768/2018,10019117420175020027,54,75,"[63, 65, 340, 508, 531]"
21.000.00769/2018,10015351020175020053,54,75,"[63, 508, 531]"
21.000.00770/2018,10018258920175020064,54,46,"[20, 86, 96, 340, 436, 531, 706]"
21.000.00771/2018,10020536120175020065,54,75,"[63, 340, 508, 531]"
21.000.00772/2018,10020156420175020060,54,75,"[63, 65, 508, 531]"
21.000.00773/2018,10018272920175020074,54,51,"[63, 436, 508, 705, 706]"
21.000.00774/2018,10019440320175020015,54,51,"[63, 340, 436, 508, 531, 705, 709]"
21.000.00775/2018,10019184520175020034,54,75,"[63, 65, 340, 508, 531]"
21.000.00776/2018,10015777720175020047,54,47,"[138, 176, 531]"
21.000.00777/2018,10020190420175020060,54,75,"[63, 508, 531, 705]"
21.000.00778/2018,10020190620175020027,54,54,"[63, 531, 709]"
21.000.00780/2018,10020221920175020040,54,51,"[20, 340, 436, 507, 706]"
21.000.00781/2018,10019698220175020090,54,54,"[20, 340, 417, 531, 705, 706, 709, 716]"
21.000.00782/2018,10019239120175020026,54,75,"[63, 65, 340, 508, 531]"
21.000.00783/2018,10023594420175020610,54,75,"[20, 340, 508, 531]"
21.000.00784/2018,10011886020175020090,54,51,"[20, 65, 436, 706]"
21.000.00785/2018,10015905820175020053,54,75,"[63, 508]"
21.000.00786/2018,10019722620175020029,54,75,"[63, 508, 527, 706]"
21.000.00787/2018,10019908620175020016,54,58,"[63, 506, 527, 706]"
21.000.00788/2018,10020929220175020086,54,51,"[20, 121, 340, 436, 705, 706, 930]"
21.000.00789/2018,10020482720175020069,54,54,"[63, 527, 705]"
21.000.00790/2018,10019610320175020027,54,75,"[63, 508, 531]"
21.000.00791/2018,10017781720175020032,54,61,"[20, 24, 340, 531]"
21.000.00792/2018,10017304420175020069,54,998,"[8, 63, 531]"
21.000.00793/2018,10020104920175020090,54,47,"[138, 176, 531]"
21.000.00794/2018,10020949720175020042,54,47,"[138, 176, 531]"
21.000.00795/2018,10020481720175020040,54,75,"[63, 508, 531]"
21.000.00796/2018,10020513620175020051,54,46,"[63, 96, 340, 436, 508, 531, 621, 705, 706, 709, 929]"
21.000.00797/2018,10020724520175020040,54,75,"[63, 340, 508, 531]"
21.000.00798/2018,10021477220175020044,54,45,"[20, 340, 531, 716, 928, 930]"
21.000.00799/2018,10020488120175020051,54,51,"[63, 340, 436, 508, 531, 705]"
21.000.00800/2018,10015274720175020016,54,51,"[63, 340, 436, 531]"
21.000.00827/2017,10022550920165020086,54,47,"[50, 138, 176, 531]"
21.000.00832/2017,10012608020165020252,54,51,"[20, 57, 340, 409, 436, 621, 705, 706]"
21.000.00833/2017,10016779320165020232,54,47,"[50, 138, 176, 531]"
21.000.00835/2017,10023274520165020005,54,47,"[50, 138, 176, 531]"
21.000.00837/2017,10020539720165020032,54,998,"[20, 32, 75, 175, 531]"
21.000.00840/2017,10023003320165020435,54,47,"[138, 176, 531]"
21.000.00845/2017,10007194920165020025,54,47,"[50, 138, 176, 531]"
21.000.00852/2017,10021175320165020050,54,47,"[138, 176, 531]"
21.000.00867/2018,10020131420175020022,54,75,"[20, 63, 340, 508, 531]"
21.000.00869/2018,10021691420175020018,54,47,"[138, 176, 531]"
21.000.00870/2018,10020184820175020018,54,47,"[138, 176, 531]"
21.000.00871/2018,10013641920175020032,54,47,"[138, 176, 531]"
21.000.00872/2018,10018695120175020083,54,46,"[63, 340, 436, 507, 508, 531, 621, 706, 709, 929]"
21.000.00873/2018,10018262020175020082,54,75,"[63, 340, 508, 531, 716]"
21.000.00874/2018,10019932820175020085,54,47,"[50, 138, 176, 531]"
21.000.00875/2018,10012972220175020075,54,47,"[50, 65, 138, 176, 511, 531]"
21.000.00876/2018,10025926820175020601,54,75,"[63, 340, 508, 531]"
21.000.00877/2018,10021299320175020321,54,75,"[63, 340, 508, 531]"
21.000.00878/2018,10025849020175020472,54,47,"[138, 176, 531]"
21.000.00881/2018,10017187220175020443,54,75,"[63, 508, 531]"
21.000.01015/2017,10022056420165020059,54,47,"[50, 138, 176, 531]"
21.000.01016/2017,10021168920165020431,54,47,"[65, 138, 176, 531]"
21.000.01017/2017,10022839220165020080,54,46,"[50, 63, 340, 436, 507, 508, 621, 705, 706, 709, 928, 929]"
21.000.01018/2017,10024324120165020613,54,51,"[50, 340, 414, 436, 511, 527, 531, 621, 705, 706]"
21.000.01019/2017,10029661220165020604,54,46,"[63, 142, 340, 436, 506, 507, 527, 621, 705, 706, 929]"
21.000.01020/2017,10022812720165020047,54,47,"[50, 138, 176, 531]"
21.000.01118/2017,10023236620165020018,54,46,"[63, 340, 436, 505, 507, 621, 705, 706, 929]"
21.000.01120/2017,10022784920165020087,54,998,"[50, 62, 63, 122, 151, 335, 340, 472, 523]"
21.000.01121/2017,10020238920165020023,54,46,"[63, 340, 436, 506, 507, 508, 621, 705, 706, 929]"
21.000.01133/2018,10018613920175020709,203,51,"[63, 436, 506, 507, 508, 531, 621, 705, 706, 929]"
21.000.01235/2018,10020718820175020063,54,47,"[138, 176, 531]"
21.000.01236/2018,10015215720175020075,54,998,"[8, 63, 340, 531]"
21.000.01237/2018,10012960620175020053,54,47,"[138, 176, 531]"
21.000.01238/2018,10022431520175020068,54,54,"[63, 531, 705]"
21.000.01239/2018,10011943720175020003,54,47,"[50, 138, 176, 531]"
21.000.01240/2018,10021277020175020371,54,998,"[20, 153, 531, 782]"
21.000.01241/2018,10020839820175020711,54,47,"[65, 138, 176, 531]"
21.000.01242/2018,10016799120175020373,54,46,"[63, 436, 506, 507, 508, 621, 705, 706, 709, 929]"
21.000.01243/2018,10017993420175020083,54,61,"[20, 24, 340, 507, 531, 716]"
21.000.01245/2018,10019199020175020014,54,47,"[138, 176, 531]"
21.000.01246/2018,10015105620175020001,54,51,"[63, 340, 436, 531]"
21.000.01247/2018,10015632320165020017,54,46,"[20, 409, 506, 531, 928, 929]"
21.000.01248/2018,10020093020175020069,54,51,"[63, 340, 436, 508, 705, 709]"
21.000.01249/2018,10019919420175020073,54,46,"[20, 409, 506, 531, 716, 929]"
21.000.01250/2018,10019397120175020082,54,46,"[8, 57, 63, 340, 436, 531, 621, 706, 929]"
21.000.01251/2018,10016394320175020492,54,46,"[63, 340, 436, 508, 531, 621, 705, 706, 709, 929]"
21.000.01252/2018,10018845220175020719,54,46,"[63, 340, 436, 507, 508, 531, 621, 705, 706, 709, 929]"
21.000.01253/2018,10022685420175020609,54,46,"[63, 340, 436, 507, 508, 531, 621, 706, 709, 929]"
21.000.01254/2018,10022937020175020608,54,46,"[63, 340, 436, 507, 508, 531, 621, 706, 709, 929]"
21.000.01255/2018,10020748720175020016,54,47,"[65, 138, 176, 531]"
21.000.01256/2018,10018629520175020071,54,51,"[20, 86, 340, 417, 436, 706]"
21.000.01257/2018,10016524620175020038,54,54,"[63, 531, 705]"
21.000.01258/2018,10018762820175020088,54,998,"[20, 50, 62, 122, 335, 340, 417, 506, 508, 705, 706, 709]"
21.000.01259/2018,10019642220175020038,54,47,"[50, 138, 176, 531]"
21.000.01260/2018,10019525120175020056,54,51,"[20, 340, 436, 531, 621, 705, 706]"
21.000.01261/2018,10019218320175020071,54,46,"[63, 340, 436, 508, 531, 621, 706, 709, 929]"
21.000.01262/2018,10019137720175020016,54,998,"[20, 50, 58, 122, 151, 335, 340]"
21.000.01263/2018,10019455820175020024,54,46,"[63, 436, 506, 507, 508, 621, 705, 929]"
21.000.01264/2018,10014493720175020086,54,61,"[20, 340, 507, 531]"
21.000.01265/2018,10017726520175020046,54,61,"[20, 24, 340, 507, 531]"
21.000.01266/2018,10006385420175020029,54,54,"[63, 527, 531]"
21.000.01267/2018,10018279720175020019,54,75,"[63, 508, 531, 705, 706]"
21.000.01268/2018,10018618920175020078,54,75,"[63, 340, 508, 531, 716]"
21.000.01269/2018,10018079720175020022,54,75,"[63, 508, 531]"
21.000.01270/2018,10018884120175020056,54,75,"[63, 340, 508, 531]"
21.000.01271/2018,10017893320175020004,54,46,"[63, 340, 506, 508, 531, 929]"
21.000.01272/2018,10017937020175020004,54,75,"[63, 65, 340, 508, 531]"
21.000.01273/2018,10018869220175020049,54,75,"[63, 508, 531, 716]"
21.000.01274/2018,10017262920175020385,54,46,"[63, 340, 436, 507, 531, 621, 705, 706, 929]"
21.000.01275/2018,10017991320175020381,54,75,"[63, 340, 508, 531]"
21.000.01276/2018,10014735720175020315,54,75,"[63, 508, 531]"
21.000.01277/2018,10021717720175020472,54,51,"[63, 340, 436, 498, 508, 621, 705, 706]"
21.000.01278/2018,10024057320175020241,54,46,"[63, 96, 436, 506, 507, 621, 705, 706, 929]"
21.000.01279/2018,10018833520175020374,54,51,"[20, 142, 340, 507, 531, 535, 536, 621, 705, 706]"
21.000.01280/2018,10014891820175020442,54,75,"[63, 340, 508, 531]"
21.000.01281/2018,10013568720175020502,54,75,"[63, 65, 340, 508, 531]"
21.000.01282/2018,10014389220175020446,54,46,"[63, 340, 409, 531, 929]"
21.000.01334/2018,10022253120175020088,54,47,"[138, 176, 531]"
21.000.01352/2017,10021797820165020055,54,58,"[50, 63, 340, 436, 506, 531]"
21.000.01353/2017,10023148520165020089,54,46,"[63, 340, 436, 506, 621, 705, 706, 929]"
21.000.01356/2017,10029271220165020605,54,47,"[50, 138, 176, 531]"
21.000.01359/2017,10006926620165020025,54,47,"[50, 138, 176, 531]"
21.000.01360/2017,10009134020165020707,54,47,"[50, 138, 176, 531]"
21.000.01361/2017,10020416620165020264,54,47,"[138, 176, 531]"
21.000.01363/2017,10022806720165020071,54,47,"[50, 138, 176, 531]"
21.000.01365/2018,10019274420175020054,54,51,"[20, 340, 436, 507, 508, 531, 621, 705, 706, 709]"
21.000.01378/2017,10018586220165020081,54,47,"[50, 138, 176, 531]"
21.000.01379/2017,10023600320165020048,54,47,"[138, 176, 531]"
21.000.01382/2018,10017273420175020443,54,75,"[63, 508, 531]"
21.000.01397/2018,10020120520175020709,54,46,"[63, 340, 409, 436, 506, 507, 531, 706, 929]"
